comp_cost_min,comp_cost_max,comp_cost_mean,comp_cost_std,comp_cost_range,comp_cost_cv,processor_efficiency_ratio,num_predecessors,is_entry_task,pred_comp_cost_mean,pred_comp_cost_max,pred_comp_cost_sum,pred_comm_cost_mean,pred_comm_cost_max,pred_comm_cost_sum,pred_comm_comp_ratio_mean,pred_depth_mean,pred_depth_max,pred_out_degree_mean,pred_out_degree_max,num_successors,is_exit_task,succ_comp_cost_mean,succ_comp_cost_max,succ_comp_cost_sum,succ_comm_cost_mean,succ_comm_cost_max,succ_comm_cost_sum,succ_comm_comp_ratio_mean,succ_height_mean,succ_height_max,succ_in_degree_mean,succ_in_degree_max,dag_num_tasks,dag_num_processors,dag_num_edges,dag_edge_density,task_depth,task_height,task_depth_normalized,task_height_normalized,dag_critical_path_length,task_on_critical_path,task_betweenness_centrality,task_closeness_centrality,task_in_degree,task_out_degree,task_total_degree,task_in_degree_normalized,task_out_degree_normalized,dag_comm_comp_ratio,dag_id,dag_type,task_id,expert_priority,upward_rank,expert_makespan,expert_algorithm
25.396045838906417,48.553541838952036,33.87212181294602,7.35373566965884,23.15749600004562,0.21710289394531587,0.5230523845848968,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,33.65984710630381,33.65984710630381,33.65984710630381,7.82001941076242,7.82001941076242,7.82001941076242,0.2323248642831146,0.0,0.0,2.0,2.0,25,6,28,0.04666666666666667,0,1,0.0,0.14285714285714285,346.5113419339259,0.0,0.0,0.0,0,1,1,0.0,0.3333333333333333,0.8842535010860221,0,random,T1,3,75.35198833001225,215.50953088392583,HEFT
17.469181130222204,36.26637555958516,26.74355961490529,8.02985044403797,18.797194429362953,0.30025361468944484,0.48169084615363833,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,41.16943139086538,41.16943139086538,41.16943139086538,11.794672772268715,11.794672772268715,11.794672772268715,0.2864910292369426,6.0,6.0,2.0,2.0,25,6,28,0.04666666666666667,0,7,0.0,1.0,346.5113419339259,1.0,0.0,0.0,0,1,1,0.0,0.3333333333333333,0.8842535010860221,0,random,T2,1,332.03053563204736,215.50953088392583,HEFT
13.592974447823746,46.93524063785122,36.44380590053766,11.752232715301393,33.34226619002747,0.3224754502143809,0.28961126571622614,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,33.65984710630381,33.65984710630381,33.65984710630381,9.120707651288932,9.120707651288932,9.120707651288932,0.2709669958536683,0.0,0.0,2.0,2.0,25,6,28,0.04666666666666667,0,1,0.0,0.14285714285714285,346.5113419339259,0.0,0.0,0.0,0,1,1,0.0,0.3333333333333333,0.8842535010860221,0,random,T3,2,79.2243606581304,215.50953088392583,HEFT
21.025364852485087,46.923297592807074,34.89379371684846,9.711536044589728,25.897932740321988,0.27831700168217927,0.4480794388096903,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,38.58373441170417,41.16943139086538,77.16746882340834,17.655734478830226,18.125244972204065,35.31146895766045,0.45884046085028657,4.0,6.0,1.5,2.0,25,6,28,0.04666666666666667,0,3,0.0,0.42857142857142855,346.5113419339259,1.0,0.0,0.0,0,2,2,0.0,0.6666666666666666,0.8842535010860221,0,random,T4,0,346.5113419339259,215.50953088392583,HEFT
33.187800429824236,47.990594929284825,41.16943139086538,5.7544631982888985,14.802794499460589,0.1397751439327795,0.6915480101617238,2,0.0,30.818676665876872,34.89379371684846,61.637353331753744,14.95995887223639,18.125244972204065,29.91991774447278,0.480234447678767,0.0,0.0,1.5,2.0,2,0.0,29.41043276320864,29.438577414963376,58.82086552641728,10.374168575705223,14.496331398774506,20.748337151410446,0.35287215643494907,5.0,5.0,1.0,1.0,25,6,28,0.04666666666666667,1,6,0.14285714285714285,0.8571428571428571,346.5113419339259,0.0,0.05504227053140097,0.08333333333333333,2,2,4,1.0,0.6666666666666666,0.8842535010860221,0,random,T5,4,293.49230324487337,215.50953088392583,HEFT
13.294919527865897,49.85031357414291,35.998037432542965,12.369582447264534,36.555394046277016,0.34361824503471894,0.2666968083980499,1,0.0,34.89379371684846,34.89379371684846,34.89379371684846,17.186223985456387,17.186223985456387,17.186223985456387,0.4925295347624533,0.0,0.0,2.0,2.0,1,0.0,25.874897118375557,25.874897118375557,25.874897118375557,19.991305391829954,19.991305391829954,19.991305391829954,0.7726139083904895,1.0,1.0,1.0,1.0,25,6,28,0.04666666666666667,1,2,0.14285714285714285,0.2857142857142857,346.5113419339259,0.0,0.006551932367149758,0.041666666666666664,1,1,2,0.5,0.3333333333333333,0.8842535010860221,0,random,T6,5,289.6029020332379,215.50953088392583,HEFT
19.72142488247425,43.80310302686061,33.65984710630381,7.629928782650193,24.081678144386363,0.22667746405839323,0.45022894543294856,2,0.0,35.157963856741844,36.44380590053766,70.31592771348369,8.470363531025676,9.120707651288932,16.94072706205135,0.24056830095223847,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,6,28,0.04666666666666667,1,0,0.14285714285714285,0.0,346.5113419339259,0.0,0.0,0.08333333333333333,2,0,2,1.0,0.0,0.8842535010860221,0,random,T7,6,33.65984710630381,215.50953088392583,HEFT
14.024300808643847,42.63652386134638,25.874897118375557,11.944933544725446,28.612223052702536,0.4616417792920429,0.32892692786707367,1,0.0,35.998037432542965,35.998037432542965,35.998037432542965,19.991305391829954,19.991305391829954,19.991305391829954,0.555344313680762,1.0,1.0,1.0,1.0,2,0.0,26.917590636771102,27.03125573390677,53.835181273542204,17.490023640853224,19.802322203076923,34.98004728170645,0.6501361910485535,2.0,4.0,1.5,2.0,25,6,28,0.04666666666666667,2,1,0.2857142857142857,0.14285714285714285,346.5113419339259,0.0,0.015609903381642512,0.05555555555555555,1,2,3,0.5,0.6666666666666666,0.8842535010860221,0,random,T8,7,233.613559208865,215.50953088392583,HEFT
11.809362714624495,46.40064058796159,29.382288111453903,12.047196057807012,34.59127787333709,0.4100155853114357,0.2545086137816893,1,0.0,41.16943139086538,41.16943139086538,41.16943139086538,14.496331398774506,14.496331398774506,14.496331398774506,0.35211395710437077,1.0,1.0,2.0,2.0,1,0.0,27.03125573390677,27.03125573390677,27.03125573390677,15.883315331919686,15.883315331919686,15.883315331919686,0.5875907315691732,4.0,4.0,2.0,2.0,25,6,28,0.04666666666666667,2,5,0.2857142857142857,0.7142857142857143,346.5113419339259,0.0,0.012288647342995168,0.075,1,1,2,0.5,0.3333333333333333,0.8842535010860221,0,random,T9,9,237.8265404552335,215.50953088392583,HEFT
11.067871786488208,37.22356530249026,29.438577414963376,8.982701215670815,26.15569351600205,0.30513367168024175,0.29733508052082713,1,0.0,41.16943139086538,41.16943139086538,41.16943139086538,6.25200575263594,6.25200575263594,6.25200575263594,0.1518603862482086,1.0,1.0,2.0,2.0,1,0.0,21.73191312829908,21.73191312829908,21.73191312829908,11.027252333188153,11.027252333188153,11.027252333188153,0.5074220694738825,4.0,4.0,1.0,1.0,25,6,28,0.04666666666666667,2,5,0.2857142857142857,0.7142857142857143,346.5113419339259,0.0,0.06086956521739132,0.075,1,1,2,0.5,0.3333333333333333,0.8842535010860221,0,random,T10,8,236.12359106120988,215.50953088392583,HEFT
10.865460394200962,49.22066602589075,27.03125573390677,16.085322235006043,38.355205631689785,0.5950638177282067,0.2207499668632192,2,0.0,27.62859261491473,29.382288111453903,55.25718522982946,15.530520205274605,15.883315331919686,31.06104041054921,0.5635777833093105,2.0,2.0,1.5,2.0,1,0.0,38.64680670751874,38.64680670751874,38.64680670751874,8.202869930970442,8.202869930970442,8.202869930970442,0.2122522047694712,3.0,3.0,2.0,2.0,25,6,28,0.04666666666666667,3,4,0.42857142857142855,0.5714285714285714,346.5113419339259,0.0,0.03152173913043478,0.125,2,1,3,1.0,0.3333333333333333,0.8842535010860221,0,random,T11,12,192.56093701185992,215.50953088392583,HEFT
10.911303026746335,47.47876634578323,26.803925539635433,13.677958371985477,36.56746331903689,0.5102968351318408,0.2298143752784219,1,0.0,25.874897118375557,25.874897118375557,25.874897118375557,19.802322203076923,19.802322203076923,19.802322203076923,0.7653101812340704,2.0,2.0,2.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,6,28,0.04666666666666667,3,0,0.42857142857142855,0.0,346.5113419339259,0.0,0.0,0.0625,1,0,1,0.5,0.0,0.8842535010860221,0,random,T12,11,26.803925539635433,215.50953088392583,HEFT
14.06000877496679,35.877028793412904,21.73191312829908,7.008905016079769,21.817020018446115,0.3225167050273564,0.39189445859430355,1,0.0,29.438577414963376,29.438577414963376,29.438577414963376,11.027252333188153,11.027252333188153,11.027252333188153,0.374585095527853,2.0,2.0,1.0,1.0,3,0.0,30.570160657273608,38.64680670751874,91.71048197182083,10.179294226258667,15.759862149665558,30.537882678776,0.3600066580195837,3.0,3.0,1.3333333333333333,2.0,25,6,28,0.04666666666666667,3,4,0.42857142857142855,0.5714285714285714,346.5113419339259,0.0,0.07717391304347827,0.07407407407407407,1,3,4,0.5,1.0,0.8842535010860221,0,random,T13,10,195.65776131305833,215.50953088392583,HEFT
11.575148283387694,49.52940594890004,24.600551293231415,12.763369310525508,37.954257665512344,0.5188245238242777,0.2337025462273843,1,0.0,21.73191312829908,21.73191312829908,21.73191312829908,9.742657058320134,9.742657058320134,9.742657058320134,0.4483110622061775,3.0,3.0,3.0,3.0,1,0.0,27.315535582166945,27.315535582166945,27.315535582166945,6.783558421771188,6.783558421771188,6.783558421771188,0.24834067050839234,2.0,2.0,2.0,2.0,25,6,28,0.04666666666666667,4,3,0.5714285714285714,0.42857142857142855,346.5113419339259,0.0,0.01358695652173913,0.0744047619047619,1,1,2,0.5,0.3333333333333333,0.8842535010860221,0,random,T14,13,146.62172790893734,215.50953088392583,HEFT
